pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,st_teff,sy_dist
Kepler-682 b,Kepler-682,Transit,2016.0,12.611906672,7.37,42.6,5559.0,1979.25
K2-194 b,K2-194,Transit,2018.0,39.721386,3.64229858,12.9,5979.0,629.51
Kepler-579 b,Kepler-579,Transit,2016.0,9.66857723,2.0,4.66,5636.0,530.765
HD 216770 b,HD 216770,Radial Velocity,2003.0,118.45,14.1,181.1631,5399.0,36.6625
Kepler-1074 b,Kepler-1074,Transit,2016.0,5.94566534,1.25,2.1,4002.0,250.817
WASP-133 b,WASP-133,Transit,2016.0,2.176423,13.56289,368.6828,5700.0,559.084
TOI-2194 b,TOI-2194,Transit,2023.0,15.337597,1.9892,4.61,4756.0,19.5711
TOI-1224 b,TOI-1224,Transit,2024.0,4.1782745,2.104,5.08,3326.0,37.3312
TOI-564 b,TOI-564,Transit,2020.0,1.651144,11.43318,464.98529,5640.0,199.581
Kepler-1656 c,Kepler-1656,Radial Velocity,2022.0,1919.0,14.0,126.4,5569.0,185.875
TOI-1410 c,TOI-1410,Radial Velocity,2024.0,47.56,5.63,27.0,4635.0,72.7512
HATS-55 b,HATS-55,Transit,2019.0,4.2042001,14.022459,292.72143,6214.0,609.838
WASP-183 b,WASP-183,Transit,2019.0,4.1117771,16.47723,159.55066,5313.0,325.377
HD 45184 b,HD 45184,Radial Velocity,2019.0,5.8854,3.52,12.19,5869.0,21.9532
Kepler-700 b,Kepler-700,Transit,2016.0,80.8720639,5.99,30.0,5692.0,1491.76
WASP-170 b,WASP-170,Transit,2018.0,2.34478022,12.285064,508.528,5600.0,305.603
TOI-1693 b,TOI-1693,Transit,2022.0,1.7666957,1.41,2.57,3499.0,30.7947
Kepler-948 b,Kepler-948,Transit,2016.0,7.76846622,1.85,4.08,5679.0,868.017
TOI-1472 b,TOI-1472,Transit,2024.0,6.36338574,4.058,18.05,5100.0,121.84
TOI-5786 b,TOI-5786,Transit,2025.0,12.779107,8.54,73.0,6235.0,192.475
TOI-125 c,TOI-125,Transit,2019.0,9.15059,2.759,6.63,5320.0,111.059
TOI-5153 b,TOI-5153,Transit,2022.0,20.33003,11.88151954,1036.12060682,6300.0,390.484
LP 714-47 b,LP 714-47,Transit,2020.0,4.052037,4.7,30.8,3950.0,52.616
TOI-1184 b,TOI-1184,Transit,2024.0,5.748433803,2.39,6.8,4534.0,58.5946
Kepler-1278 b,Kepler-1278,Transit,2016.0,3.23941344,1.01,1.01,6074.0,889.426
HD 106270 b,HD 106270,Radial Velocity,2011.0,1888.0,12.4,3623.2438398,5509.0,93.808
TOI-4406 b,TOI-4406,Transit,2023.0,30.08364,11.2089807,95.3485221,6219.0,261.834
HATS-10 b,HATS-10,Transit,2015.0,3.312846,10.861521,167.17858,5880.0,534.889
TOI-762 A b,TOI-762 A,Transit,2024.0,3.4716826,8.33948164,79.77493016,3266.0,98.4458
Kepler-472 b,Kepler-472,Transit,2016.0,4.176255514,3.22,10.5,4996.0,306.602
Kepler-1129 b,Kepler-1129,Transit,2016.0,24.3397804,2.96,9.06,5831.0,1183.88
Kepler-1275 b,Kepler-1275,Transit,2016.0,3.65691115,1.48,2.79,6296.0,1153.98
Kepler-1983 b,Kepler-1983,Transit,2023.0,7.32851947,2.33,6.04,5135.0,424.428
HATS-61 b,HATS-61,Transit,2018.0,7.817953,13.394755,1080.622,5542.0,679.761
TOI-2266 b,TOI-2266,Transit,2024.0,2.326318,1.54,2.99,3200.0,51.6004
WASP-132 b,WASP-132,Transit,2016.0,7.1335164,10.09929161,136.0305582,4686.0,122.91
Kepler-60 c,Kepler-60,Transit,2012.0,8.9187,1.9,3.85,5905.0,1025.1
TOI-6041 c,TOI-6041,Radial Velocity,2025.0,88.0,10.5,77.9,5445.0,72.4731
WASP-49 b,WASP-49,Transit,2012.0,2.78174,12.44199,117.5971,5600.0,194.553
WASP-15 b,WASP-15,Transit,2009.0,3.7521,15.80469,171.6282,6300.0,282.091
HD 109833 c,HD 109833,Transit,2022.0,13.900148,2.59,7.22,5881.0,79.5561
GJ 9827 d,GJ 9827,Transit,2017.0,6.20183,1.98,3.02,4236.0,29.661
Kepler-1870 b,Kepler-1870,Transit,2021.0,3.606940031,2.10143764,5.07,5508.0,407.216
K2-8 c,K2-8,Transit,2016.0,5.06416,2.41,6.39,4870.0,403.513
Kepler-1339 b,Kepler-1339,Transit,2016.0,1.341555127,0.71,0.285,5586.0,371.049
Kepler-1905 b,Kepler-1905,Transit,2021.0,3.42392993,1.4460734,2.69,5788.0,1051.53
Kepler-230 c,Kepler-230,Transit,2014.0,91.773242,2.04,4.82,5588.0,740.754
Kepler-1839 b,Kepler-1839,Transit,2021.0,5.056759834,1.9493759,4.46,5926.0,1136.6
Kepler-694 b,Kepler-694,Transit,2016.0,6.365841612,2.8,8.25,5700.0,1023.06
K2-32 e,K2-32,Transit,2019.0,4.34934,1.212,2.1,5271.0,157.682
TOI-5108 b,TOI-5108,Transit,2025.0,6.753581,6.6,32.0,5808.0,130.919
TOI-4914 b,TOI-4914,Transit,2024.0,10.60057,12.87,227.0,5805.0,299.89
Kepler-919 b,Kepler-919,Transit,2016.0,11.04603384,2.25,5.69,6113.0,1119.87
EPIC 212297394 c,EPIC 212297394,Transit,2021.0,5.213965,2.27,5.77,5171.0,418.395
Kepler-1858 b,Kepler-1858,Transit,2021.0,88.07160187,2.42168247,6.44,4939.0,833.055
Kepler-949 c,Kepler-949,Transit,2023.0,20.99757968,2.97,9.11,5211.0,486.105
HD 95872 b,HD 95872,Radial Velocity,2015.0,4375.0,13.0,1188.6842,5312.0,72.2195
Kepler-411 b,Kepler-411,Transit,2013.0,3.005156,2.401,25.6,4974.0,153.676
TOI-1416 b,TOI-1416,Transit,2023.0,1.0697568,1.62,3.48,4884.0,55.0135
K2-31 b,K2-31,Transit,2016.0,1.25785,11.88154,563.83042,5280.0,110.527
K2-39 b,K2-39,Transit,2016.0,4.60543,6.27704,28.6047,4881.0,307.47
HIP 38594 c,HIP 38594,Radial Velocity,2020.0,3477.768,7.94,48.4,4086.3,17.7886
Kepler-144 b,Kepler-144,Transit,2014.0,5.885273,1.33,2.33,6075.0,384.917
Kepler-1121 b,Kepler-1121,Transit,2016.0,13.15141081,1.91,4.31,6231.0,482.047
HD 10442 b,HD 10442,Radial Velocity,2014.0,1032.3,13.6,472.61321,4912.0,135.374
Kepler-402 d,Kepler-402,Transit,2014.0,8.921099,1.38,2.48,6090.0,625.339
TOI-4515 b,TOI-4515,Transit,2024.0,15.266446,12.17,637.0,5433.0,193.499
HAT-P-41 b,HAT-P-41,Transit,2012.0,2.69405,22.97845,378.2177,6390.0,348.185
AU Mic c,AU Mic,Transit,2021.0,18.859023,2.79,14.46,3540.0,9.7221
HAT-P-7 b,HAT-P-7,Transit,2008.0,2.20474,16.92559,584.8072,6389.0,341.079
AU Mic b,AU Mic,Transit,2020.0,8.463446,4.79,8.99,3540.0,9.7221
WASP-63 b,WASP-63,Transit,2012.0,4.37808,15.80469,117.5971,5550.0,290.684
TOI-3540 A b,TOI-3540 A,Transit,2022.0,3.119999,23.53885947,375.03752026,5810.0,
HATS-62 b,HATS-62,Transit,2018.0,3.2768837,11.825495,56.89157,5416.0,523.067
Kepler-1690 b,Kepler-1690,Transit,2020.0,234.636,2.81109223,8.3,5404.0,703.789
Kepler-1118 b,Kepler-1118,Transit,2016.0,38.6715075,2.74,7.95,5688.0,888.325
Kepler-150 b,Kepler-150,Transit,2014.0,3.428054,1.25,2.1,5560.0,891.092
Kepler-1841 b,Kepler-1841,Transit,2021.0,25.88599968,1.48912557,2.82,5190.0,631.7
Kepler-620 b,Kepler-620,Transit,2016.0,12.91375431,3.32,11.0,6155.0,1355.28
HD 105618 b,HD 105618,Radial Velocity,2022.0,10.02245,5.44,25.42627256,5671.0,70.0837
TOI-3160 A b,TOI-3160 A,Transit,2025.0,3.971281,13.7646283,378.21580433,6190.0,567.678
K2-312 c,HD 80653,Radial Velocity,2023.0,921.2,12.8,1719.45168187,5959.0,109.86
TOI-262 b,TOI-262,Transit,2023.0,11.14529,2.07,4.94,5310.0,43.932
TOI-4184 b,TOI-4184,Transit,2023.0,4.9019804,2.43,6.48,3238.0,69.3649
TOI-5489 b,TOI-5489,Transit,2025.0,3.15222,1.4,2.54,3547.0,45.0907
Kepler-405 b,Kepler-405,Transit,2014.0,10.613839,2.08,4.98,5818.0,1065.08
Kepler-1471 b,Kepler-1471,Transit,2016.0,3.63899398,1.41,2.57,5660.0,978.678
Kepler-129 b,Kepler-129,Transit,2014.0,15.79,2.4,20.0,5770.0,408.845
GJ 3082 b,GJ 3082,Radial Velocity,2020.0,11.949,2.79,8.2,3910.0,16.6186
Kepler-1515 b,Kepler-1515,Transit,2016.0,214.3114164,9.55,66.2,6511.0,539.321
Kepler-1723 b,Kepler-1723,Transit,2021.0,39.75289917,2.88046569,8.65,6072.0,811.278
Kepler-1176 b,Kepler-1176,Transit,2016.0,24.1738579,2.45,6.57,5844.0,864.699
Kepler-1783 b,Kepler-1783,Transit,2021.0,8.277440071,1.31946731,2.3,5129.0,264.078
TOI-6255 b,TOI-6255,Transit,2024.0,0.23818244,1.079,1.44,3421.0,20.3167
TOI-157 b,TOI-157,Transit,2020.0,2.0845435,14.414774,375.0394,5404.0,355.683
Kepler-1421 b,Kepler-1421,Transit,2016.0,6.9131112,0.93,0.749,6335.0,783.401
Kepler-1442 b,Kepler-1442,Transit,2016.0,81.4162941,3.93,14.7,6394.0,608.68
Kepler-414 b,Kepler-414,Transit Timing Variations,2014.0,4.7,1.71,3.5,5536.0,413.46
HD 102888 b,HD 102888,Radial Velocity,2025.0,252.06,12.8,1808.44363583,4990.0,126.484
Kepler-109 c,Kepler-109,Transit,2014.0,21.22265,2.65,8.2,5950.0,474.861
K2-59 b,K2-59,Transit,2016.0,20.6921,2.41,6.39,5055.0,311.313
TOI-2458 c,TOI-2458,Radial Velocity,2024.0,16.553,3.18,10.22,6005.0,112.958
HAT-P-61 b,HAT-P-61,Transit,2021.0,1.90231289,10.07687365,335.9446262,5587.0,338.84
TOI-712 c,TOI-712,Transit,2022.0,51.69906,2.701,7.76,4622.0,58.6212
Kepler-348 c,Kepler-348,Transit,2014.0,17.265427,1.33,2.33,6177.0,570.783
Kepler-1200 b,Kepler-1200,Transit,2016.0,1.118549717,1.06,1.2,4612.0,588.715
HD 204941 b,HD 204941,Radial Velocity,2011.0,1733.0,10.1,73.1009,5026.0,28.7165
TOI-1130 c,TOI-1130,Transit,2020.0,8.3501898,13.0,336.0,4360.0,58.2609
TOI-1516 b,TOI-1516,Transit,2022.0,2.056014,15.24421375,1004.33776612,6520.0,247.054
HD 101581 b,HIP 56998,Transit,2025.0,4.46569,0.956,0.827,4675.0,12.7781
Kepler-698 b,Kepler-698,Transit,2016.0,16.32976218,3.68,13.1,5612.0,1995.57
WASP-121 b,WASP-121,Transit,2016.0,1.27492504,19.52604438,371.85923619,6628.0,269.898
GJ 536 c,GJ 536,Radial Velocity,2025.0,32.761,2.3,5.89,3641.0,10.4092
TOI-663 b,TOI-663,Transit,2024.0,2.598902,2.27,4.45,3681.0,64.2308
TOI-1259 A b,TOI-1259 A,Transit,2021.0,3.477978,11.45557828,140.16232749,4775.0,118.106
Qatar-4 b,Qatar-4,Transit,2017.0,1.8053564,12.722215,1938.763,5215.0,329.036
K2-113 b,K2-113,Transit,2017.0,5.817685,12.14,410.0007,5660.0,635.722
TOI-150.01,TOI-150,Transit,2019.0,5.857487,14.067295,797.7533,6255.0,336.267
TOI-2107 b,TOI-2107,Transit,2024.0,2.4545467,13.57407563,263.79757781,5627.0,236.705
Kepler-1321 b,Kepler-1321,Transit,2016.0,11.12830484,4.92,21.5,4094.0,769.146
HD 10180 h,HD 10180,Radial Velocity,2010.0,2205.0,9.4,64.4,5911.0,38.9607
HIP 57274 d,HIP 57274,Radial Velocity,2011.0,431.7,14.2,167.4,4640.0,25.8618
GJ 328 b,GJ 328,Radial Velocity,2013.0,3771.0,13.3,797.74930157,3897.0,20.5266
HD 16175 b,HD 16175,Radial Velocity,2009.0,990.0,12.8,1875.1876013,5981.0,59.859
Kepler-1195 b,Kepler-1195,Transit,2016.0,8.49642241,2.08,4.98,4965.0,918.566
Kepler-739 b,Kepler-739,Transit,2016.0,12.53248465,3.32,11.0,5601.0,1370.65
14 And b,14 And,Radial Velocity,2008.0,186.76,13.1,1131.15130051,4888.0,75.4392
K2-146 c,K2-146,Transit,2019.0,4.00498,2.19,7.49,3385.0,79.3002
TOI-1248 b,TOI-1248,Transit,2024.0,4.3601561,6.8084859,27.4,5205.0,168.735
Qatar-7 b,Qatar-7,Transit,2019.0,2.032046,19.0553,597.5204,6387.0,705.981
HATS-22 b,HATS-22,Transit,2017.0,4.7228124,10.682177,870.8542,4803.0,229.518
TOI-4465 b,TOI-4465,Transit,2025.0,101.94054,14.01122587,1872.00931723,5545.0,121.139
TOI-2345 b,TOI-2345,Transit,2025.0,1.0528573,1.504,3.49,4687.0,81.6541
TOI-5788 c,TOI-5788,Transit,2026.0,16.213362,2.272,6.4,5615.0,97.614
TOI-5788 b,TOI-5788,Transit,2026.0,6.340758,1.528,3.72,5615.0,97.614
HAT-P-38 b,HAT-P-38,Transit,2012.0,4.640382,9.247,84.857,5330.0,255.206
HD 106315 b,HD 106315,Transit,2017.0,9.55237,2.44,12.6,6327.0,109.353
TOI-1136 g,TOI-1136,Transit,2022.0,39.545,2.53,5.6,5770.0,84.5362
TOI-5232 b,TOI-5232,Transit,2024.0,4.0966692,12.778238,743.71847238,6500.0,609.388
TOI-912 b,TOI-912,Transit,2025.0,4.6780691,1.93,5.1,3572.0,26.1072
V1298 Tau e,V1298 Tau,Transit,2019.0,48.677714,10.17,15.3,4970.0,108.199
V1298 Tau c,V1298 Tau,Transit,2019.0,8.249164,5.08,4.7,4970.0,108.199
LP 791-18 c,LP 791-18,Transit,2019.0,4.98991,2.488,7.16,2960.0,26.4927
Kepler-1914 b,Kepler-1914,Transit,2021.0,30.82789993,2.9429803,8.97,5982.0,1621.56
Kepler-224 c,Kepler-224,Transit,2014.0,5.925003,3.12,9.91,5018.0,782.088
HAT-P-64 b,HAT-P-64,Transit,2021.0,4.007232,19.08889413,184.34047606,6457.0,651.897
TOI-1768.01,TOI-1768,Transit,2024.0,7.337703649,3.453,11.8,5994.0,157.597
HATS-40 b,HATS-40,Transit,2018.0,3.2642736,17.71022,505.3497,6460.0,1342.29
HD 28109 c,HD 28109,Transit,2022.0,55.99712,4.13,9.2,6189.0,139.611
BD+45 564 b,BD+45 564,Radial Velocity,2021.0,307.88,13.6,432.24663352,5004.0,53.622
Kepler-911 b,Kepler-911,Transit,2016.0,20.310501,2.6,7.27,6112.0,556.168
HD 102329 c,HD 102329,Radial Velocity,2018.0,1123.0,13.5,483.1016,4830.0,217.107
TOI-5803 b,TOI-5803,Transit,2023.0,5.38305,3.2732,10.7,5134.0,84.0126
TOI-1749 c,TOI-1749,Transit,2021.0,4.4929,2.12,14.0,3985.0,99.5561
TOI-431 b,TOI-431,Transit,2021.0,0.490047,1.28,3.07,4850.0,32.5686
Kepler-795 b,Kepler-795,Transit,2016.0,29.6193421,1.68,3.46,5631.0,492.122
TOI-2158 b,TOI-2158,Transit,2022.0,8.60077,10.76062147,260.61929374,5673.0,198.473
Kepler-163 b,Kepler-163,Transit,2014.0,7.810937,1.05,1.16,5776.0,689.814
Kepler-1987 c,Kepler-1987,Transit,2023.0,3.64830183,1.33,2.33,4769.0,595.683
Kepler-668 b,Kepler-668,Transit,2016.0,8.35390639,2.7,7.75,5352.0,784.618
HD 219666 b,HD 219666,Transit,2018.0,6.034468,4.898,17.6,5540.0,94.1719
TOI-283 b,TOI-283,Transit,2025.0,17.61745,2.34,6.54,5213.0,82.7013
TOI-2046 b,TOI-2046,Transit,2022.0,1.4971842,16.14093221,731.0053361,6250.0,289.668
TOI-2459 b,TOI-2459,Transit,2023.0,19.104718,2.9531,9.03,4195.0,36.6113
Kepler-989 b,Kepler-989,Transit,2016.0,7.964315352,2.21,5.52,5074.0,491.978
HD 109833 b,HD 109833,Transit,2022.0,9.188526,2.888,8.69,5881.0,79.5561
TOI-1758 b,TOI-1758,Transit,2024.0,20.705074685,3.62,6.9,5169.0,96.6215
HATS-51 b,HATS-51,Transit,2017.0,3.3488702,15.80469,244.09344,5758.0,389.57
HR 858 d,HR 858,Transit,2019.0,11.230511,2.001,7.1,6354.0,31.964
Kepler-1446 b,Kepler-1446,Transit,2016.0,0.689967832,0.82,0.477,4865.0,152.075
Kepler-956 b,Kepler-956,Transit,2016.0,5.248672631,3.0,9.27,6040.0,544.939
Kepler-102 c,Kepler-102,Transit,2014.0,7.071392,0.567,1.7,4909.0,107.796
TOI-3493 b,TOI-3493,Transit,2025.0,8.1594667,3.22,8.97,5844.0,96.7224
Wolf 327 b,Wolf 327,Transit,2024.0,0.5734745,1.24,2.53,3542.0,28.5321
K2-414 b,K2-414,Transit,2022.0,4.3696,1.219,1.98,4343.0,260.036
HATS-74 A b,HATS-74 A,Transit,2021.0,1.73185606,11.56766808,464.02947422,3776.9,299.389
TOI-880 c,TOI-880,Transit,2025.0,6.3872703,4.95,21.7,5050.0,60.6679
TOI-1278 b,TOI-1278,Transit,2021.0,14.47567,12.21778896,5879.8255295,3799.0,75.5759
WASP-95 b,WASP-95,Transit,2014.0,2.18467,13.78707,457.6752,5830.0,137.544
WASP-97 b,WASP-97,Transit,2014.0,2.07276,12.77826,432.2488,5640.0,151.068
TOI-2096 b,TOI-2096,Transit,2023.0,3.1190633,1.243,2.08,3300.0,48.4809
Kepler-98 b,Kepler-98,Transit,2014.0,1.54168,1.99,3.55,5539.0,350.315
Kepler-238 b,Kepler-238,Transit,2014.0,2.090876,1.73,3305.02,5751.0,1798.75
Kepler-67 b,Kepler-67,Transit,2013.0,15.7259,2.94,8.96,5331.0,1131.19
WASP-46 b,WASP-46,Transit,2011.0,1.43036763,13.159366,607.0553,5600.0,375.31
WASP-48 b,WASP-48,Transit,2011.0,2.14363,16.8135,254.264,5920.0,454.144
WASP-6 b,WASP-6,Transit,2009.0,3.3610026,12.5428494,148.42586607,5438.0,197.119
PDS 70 b,PDS 70,Imaging,2018.0,43500.0,21.96960217,1017.0509024,4109.0,113.064
TrES-5 b,TrES-5,Transit,2011.0,1.48224686,13.383546,568.9157,5171.0,360.313
WASP-114 b,WASP-114,Transit,2016.0,1.5487743,15.008851,562.24127,5940.0,523.337
TOI-2094 b,TOI-2094,Transit,2026.0,18.793193,1.9,4.27,3435.0,50.0248
HD 114386 c,HD 114386,Radial Velocity,2026.0,444.0,13.4,117.59651059,4895.0,27.9243
TOI-1442 b,TOI-1442,Transit,2022.0,0.4090677,1.17,1.71,3330.0,41.1659
WASP-25 b,WASP-25,Transit,2010.0,3.7648337,13.80946422,179.25522155,5697.0,211.416
TOI-6692 b,TOI-6692,Transit,2026.0,131.125,11.67975789,197.05361234,5890.0,312.903
TOI-700 c,TOI-700,Transit,2020.0,16.051137,2.6,7.27,3459.0,31.1265
WASP-44 b,WASP-44,Transit,2011.0,2.423804,12.3299,276.5121,5420.0,364.512
Kepler-1542 d,Kepler-1542,Transit,2016.0,5.99273738,0.87,0.59,5564.0,399.114
K2-316 c,K2-316,Transit,2020.0,5.26,1.83,4.01,3436.0,112.486
TOI-1295 b,TOI-1295,Transit,2024.0,3.1968838,15.69257298,451.31633794,6280.0,388.227
K2-115 b,K2-115,Transit,2017.0,20.2729914,11.80305668,321.00669107,5870.0,413.591
LP 890-9 b,LP 890-9,Transit,2022.0,2.7299025,1.32,13.2,2850.0,32.4298
TOI-261.02,TOI-261,Transit,2021.0,13.03935862135,3.34822227,11.2,5890.3,114.495
TOI-1203 e,TOI-1203,Radial Velocity,2025.0,204.59,7.31,42.1,5737.0,64.9943
Kepler-1764 b,Kepler-1764,Transit,2021.0,70.46829987,4.55527871,18.8,6461.0,1542.48
Kepler-1269 b,Kepler-1269,Transit,2016.0,37.3331536,1.63,3.29,5998.0,1097.23
Kepler-681 b,Kepler-681,Transit,2016.0,26.39435646,3.08,9.69,5021.0,686.923
TOI-4641 b,TOI-4641,Transit,2023.0,22.09341,8.18255591,1229.99593509,6560.0,86.3501
XO-1 b,XO-1,Transit,2006.0,3.94153,12.77826,263.7989,5750.0,163.553
WASP-190 b,WASP-190,Transit,2019.0,5.367753,12.89035,317.83,6400.0,542.251
TOI-480 b,TOI-480,Transit,2024.0,6.866196,2.85372018,20.8,6174.0,54.5306
K2-196 b,K2-196,Transit,2018.0,48.324222,3.59970536,12.6,6045.0,584.877
HD 200964 c,HD 200964,Radial Velocity,2010.0,852.5,13.7,385.84562,4982.0,72.5922
Kepler-1315 b,Kepler-1315,Transit,2016.0,0.84338011,1.38,2.48,4861.0,480.869
K2-239 d,K2-239,Transit,2018.0,10.115,1.1,1.37,3420.0,31.0849
Kepler-880 c,Kepler-880,Transit,2023.0,11.8061737,2.87,8.6,6900.0,601.324
K2-192 b,K2-192,Transit,2018.0,4.162817,1.52,2.92,5222.0,221.753
TRAPPIST-1 d,TRAPPIST-1,Transit,2016.0,4.049219,0.788,0.388,2566.0,12.42988881
TOI-4602.01,TOI-4602,Transit,2024.0,3.9812091,2.550449,7.04,6011.9,63.0637
HATS-26 b,HATS-26,Transit,2016.0,3.3023881,19.61575,206.5895,6071.0,861.843
K2-190 b,K2-190,Transit,2018.0,10.098858,1.35673729,2.41,5631.0,160.679
HD 23472 f,HD 23472,Transit,2022.0,12.1621839,1.137,0.77,4684.0,39.0341
WASP-186 b,WASP-186,Transit,2020.0,5.026799,12.44199,1341.2426,6361.0,278.514
HD 95338 b,HD 95338,Radial Velocity,2020.0,55.082694,4.27174254,42.9,5097.0,36.9941
TOI-261.01,TOI-261,Transit,2021.0,3.3639254,3.0449863,9.51,5890.3,114.495
TOI-1054.01,TOI-1054,Transit,2021.0,15.5077855,2.43432,6.5,6122.0,88.4343
HIP 29442 c,TOI-469,Radial Velocity,2023.0,3.5379559,1.551,4.5,5289.0,68.192
K2-117 c,K2-117,Transit,2017.0,5.444017,2.06,4.9,3778.0,101.632
HD 18742 b,HD 18742,Radial Velocity,2011.0,766.0,13.1,1080.622,4940.0,162.685
Kepler-873 b,Kepler-873,Transit,2016.0,20.5533844,3.75,13.5,6163.0,1182.22
TOI-3837 b,TOI-3837,Transit,2025.0,11.88865,10.87271128,187.51876013,5905.0,311.705
K2-136 b,K2-136,Transit,2017.0,7.9752,1.014,4.3,4500.0,59.2474
HAT-P-51 b,HAT-P-51,Transit,2015.0,4.21802091,13.50682174,97.57332095,5453.0,440.089
Kepler-1297 b,Kepler-1297,Transit,2016.0,1.68189002,0.97,0.871,5818.0,1439.47
Kepler-80 f,Kepler-80,Transit,2016.0,0.9867873,1.21,4459.73,4540.0,369.451
Kepler-113 c,Kepler-113,Transit,2014.0,8.92507,2.18,8.7,4725.0,262.351
WASP-8 c,WASP-8,Radial Velocity,2013.0,4323.0,12.5,3003.37,5690.0,89.9606
Wendelstein-1 b,Wendelstein-1,Transit,2020.0,2.663416,11.5609626,188.15536,4251.0,305.3
HATS-17 b,HATS-17,Transit,2016.0,16.254611,8.709393,425.25654,5846.0,400.331
TOI-3894 b,TOI-3894,Transit,2024.0,4.33454,15.27784069,260.61929374,6000.0,417.365
Kepler-1016 b,Kepler-1016,Transit,2016.0,1.954524342,2.18,5.39,5821.0,1402.82
WASP-68 b,WASP-68,Transit,2014.0,5.0843,14.79588,343.2564,5910.0,226.399
HAT-P-56 b,HAT-P-56,Transit,2015.0,2.79083,16.92559,734.1873,6566.0,320.639
TOI-6716 b,TOI-6716,Transit,2026.0,4.7185898,0.982,0.911,3110.0,18.8873
HD 191939 f,HD 191939,Radial Velocity,2022.0,2898.0,13.2,915.34581216,5348.0,53.6089
HD 235088 b,HD 235088,Transit,2023.0,7.4341325,1.982,4.15,5075.0,41.1706
HIP 55507 b,HIP 55507,Radial Velocity,2022.0,5138.43727,12.6,2585.53409095,4171.0,25.4893
WASP-79 b,WASP-79,Transit,2012.0,3.662392,17.14974047,270.15414595,6600.0,246.69
HD 77946 b,HD 77946,Transit,2024.0,6.527363,2.89646124,10.9,6007.0,99.451
TOI-1136 d,TOI-1136,Transit,2022.0,12.5199,4.627,8.35,5770.0,84.5362
TOI-199 c,TOI-199,Transit Timing Variations,2023.0,273.69,11.4,88.99195396,5255.0,102.27
TOI-500 e,TOI-500,Radial Velocity,2022.0,61.3,3.99,15.05,4440.0,47.3924
Kepler-1651 b,Kepler-1651,Transit,2017.0,9.87863917,1.84,4.04,3713.0,66.4074
Kepler-1354 b,Kepler-1354,Transit,2016.0,76.613377,2.97,9.11,6168.0,1119.45
HD 158996 b,HD 158996,Radial Velocity,2018.0,820.2,12.3,4449.62,4069.0,283.659
Kepler-610 b,Kepler-610,Transit,2016.0,6.996926554,4.19,16.3,5943.0,845.824
Kepler-1053 b,Kepler-1053,Transit,2016.0,2.414351654,0.98,0.904,4529.0,151.129
Kepler-1932 b,Kepler-1932,Transit,2021.0,0.524177015,1.51482218,2.91,5278.0,713.733
Kepler-340 c,Kepler-340,Transit,2014.0,22.824669,3.37,11.3,6620.0,808.762
Kepler-940 b,Kepler-940,Transit,2016.0,59.6225257,3.34,11.1,5769.0,1260.78
Kepler-524 c,Kepler-524,Transit,2016.0,1.88897906,0.96,0.84,6014.0,1058.24
Kepler-534 c,Kepler-534,Transit,2021.0,7.378689766,1.227,2.02,5936.0,570.659
Kepler-647 b,Kepler-647,Transit,2016.0,16.2254649,1.17,1.71,6020.0,1087.87
GJ 317 c,GJ 317,Radial Velocity,2018.0,6500.0,13.6,454.49462201,3496.0,15.1968
Kepler-130 b,Kepler-130,Transit,2014.0,8.457458,1.02,1.04,5884.0,316.663
Kepler-1955 b,Kepler-1955,Transit,2021.0,14.26519966,1.16654878,1.69,5825.0,449.351
K2-154 b,K2-154,Transit,2018.0,3.67626,1.99,4.62,4097.0,129.356
Kepler-1869 c,Kepler-1869,Transit,2023.0,1.716828304,0.74,0.33,5808.0,113.025
Kepler-537 b,Kepler-537,Transit,2016.0,3.247555219,1.41,2.57,5763.0,439.4
Kepler-1546 b,Kepler-1546,Transit,2016.0,19.5974971,3.13,9.96,5623.0,931.956
HD 106515 A b,HD 106515 A,Radial Velocity,2012.0,3626.0,12.1,6006.9568923,5362.0,34.0915
Kepler-1030 b,Kepler-1030,Transit,2016.0,19.32952416,2.48,6.71,4983.0,758.702
TOI-125 d,TOI-125,Transit,2020.0,19.98,2.93,13.6,5320.0,111.059
HATS-13 b,HATS-13,Transit,2015.0,3.0440499,13.585308,172.58169,5523.0,421.855
WASP-47 e,WASP-47,Transit,2015.0,0.78961,1.83,9.0,5565.0,264.78
TOI-4379 b,TOI-4379,Transit,2024.0,3.25352,16.69017226,353.74301699,6020.0,645.158
K2-28 b,K2-28,Transit,2016.0,2.260455,2.32,5.99,3214.0,62.9969
TOI-500 d,TOI-500,Radial Velocity,2022.0,26.233,6.35,33.12,4440.0,47.3924
HD 155918 b,HD 155918,Radial Velocity,2022.0,1.87567,2.67,7.62788177,5771.84,27.561
Kepler-1866 b,Kepler-1866,Transit,2021.0,11.66009998,2.08215108,4.99,5791.0,976.737
TOI-4582 b,TOI-4582,Transit,2023.0,31.034,10.53644186,168.44905571,5190.0,383.846
TOI-2274 b,TOI-2274,Transit,2024.0,2.67963,2.45,6.57,3943.0,48.876
TOI-1751 b,TOI-1751,Transit,2024.0,37.46852,2.9507845,19.5,5970.0,113.335
HATS-67 b,HATS-67,Transit,2018.0,1.6091788,18.887165,460.8535,6594.0,960.109
TOI-4145 A b,TOI-4145 A,Transit,2023.0,4.0664428,13.30506009,136.66621501,5281.0,205.387
